Preferred_Contact_Method,Product_Category_Preferences
Phone,"executive, election, pay, safe"
Email,"house, than, close"
Email,"carry, price"
Email,"quite, visit, oil"
Email,adult
Email,"before, seem, I, account"
Phone,but
Email,couple
SMS,"speech, possible"
Email,"peace, key, action, turn"
Email,"party, me, they, box"
SMS,"establish, group, large, laugh, budget"
Email,"film, star, green"
Phone,"strong, individual"
Email,community
SMS,"arrive, have"
Email,"likely, third, edge"
Phone,"perform, fact, system, second, truth"
Email,appear
Email,rather
Phone,"interesting, organization, sport, world"
Email,open
Phone,"executive, car, night, type, film"
SMS,"know, north, Mr"
Email,"avoid, true, move"
Phone,"movement, rise"
Phone,"someone, item, far, Mr, side"
SMS,"us, dark, any, same, mouth"
Phone,"final, model"
Email,"high, main, financial, most, might"
Phone,"reflect, car, not"
Phone,"morning, wonder, eat, sport, how"
Email,"young, throw, model, whatever"
SMS,"defense, phone, one, size, buy"
Phone,"company, evening, cover"
Email,artist
Phone,"stage, address, country"
Phone,"bank, as, heart"
SMS,"while, lose, trip, type"
SMS,"movement, whose"
Email,"pretty, someone, force, month, black"
Phone,movie
SMS,line
Email,"result, you, him, because, they"
Phone,"concern, cut, arm, offer, company"
Phone,"join, interest, work, political, black"
SMS,knowledge
Email,"man, both, risk, network"
Email,"nothing, base"
Phone,"nice, factor, authority, knowledge, third"
SMS,"without, scene"
SMS,"tax, remember, price, sport"
SMS,"alone, campaign, worry, into, always"
Email,"also, deal, happen, center, light"
Email,"base, way, fight, important, accept"
Phone,"way, culture"
Phone,"policy, another, claim, worry"
SMS,trial
Phone,"month, difficult, body, strategy, as"
Phone,"kind, professional"
Phone,"build, according"
SMS,"begin, southern, guess, north"
SMS,"high, though, clearly"
Email,"so, dark, wall"
SMS,"decade, rule"
SMS,"responsibility, its, after, understand"
Email,"hotel, society"
Email,environment
SMS,"could, possible, themselves, only"
SMS,"week, matter, eat"
SMS,"show, chance, family, recognize"
SMS,quickly
Phone,"store, less, head"
Email,"gun, cut, despite, ahead, drop"
SMS,"rise, open, budget"
Phone,"everything, man, per, member"
SMS,tonight
Email,"event, out"
SMS,"fight, media, clearly, detail, side"
SMS,sport
Email,"during, occur, enjoy"
Email,small
Phone,"weight, affect, article"
Email,"center, network, TV, wall"
SMS,"stage, coach, money, measure, spend"
Phone,"similar, avoid, direction, white, task"
Email,reveal
Email,"present, music"
SMS,hand
Email,those
SMS,"show, hear, interview, sit, speak"
Email,"spend, it, course"
SMS,"our, ready"
Phone,"southern, us"
Email,"already, main, minute, civil"
Email,cause
Phone,"age, participant, enter, try"
SMS,"option, enough"
SMS,"difficult, identify"
SMS,"someone, environmental, item, soldier, doctor"
SMS,"accept, international, fine"
Email,"rise, nation"
Email,"ever, safe, animal, spring"
SMS,"around, because, design"
Email,"interview, notice, on, participant, live"
Phone,"bill, present"
Phone,technology
Phone,"position, fall, traditional"
Email,pass
Email,"job, yard, situation, man"
Email,"himself, far"
SMS,"little, probably, half"
Phone,"produce, fine, else"
Email,"cultural, tax, once"
Email,"chance, computer, society"
Email,"very, everybody"
Email,"mind, per, option"
SMS,beat
Email,"great, common"
Email,"give, chance"
Phone,"analysis, over, development"
SMS,"keep, contain, speech"
SMS,show
Phone,"act, industry, manager"
Email,"away, suddenly"
SMS,"everything, water"
Phone,"phone, get, ago, girl, position"
Email,"author, way, put, claim"
Email,"rest, girl, morning"
SMS,production
SMS,"even, position, cover"
Email,"determine, leave, place"
Phone,"important, voice"
Phone,civil
Email,"more, dog, few, say"
Phone,"tend, after"
Email,"the, explain, value"
SMS,"speech, large"
Phone,"election, population, environmental, form"
Phone,"senior, sure"
SMS,"whatever, use, about, spend, college"
SMS,change
SMS,"I, best, court, simply"
SMS,"church, between, ten"
Email,"conference, military, body"
SMS,"ten, pretty, never"
Phone,"class, no, majority"
SMS,"company, the"
Email,"care, play, morning, response"
Phone,"everybody, network, newspaper"
SMS,street
SMS,"hundred, such, buy, final, specific"
Phone,"newspaper, reduce, hope, seven"
Phone,"college, score, picture"
Phone,"may, have"
Phone,"treatment, can, investment"
SMS,"rather, action, maintain"
SMS,"effort, goal, perform, sometimes, floor"
SMS,"military, democratic, fight, tax, line"
Phone,"meet, loss"
Phone,"product, head, seek, two, accept"
Email,"blue, hard, game"
Email,"impact, owner, before"
SMS,"community, similar, big, ask"
Email,"everything, up"
Phone,"central, walk, now"
Phone,every
SMS,"hair, keep, be"
Email,party
SMS,protect
Phone,last
SMS,"nature, simply"
Email,"rather, role, land, collection, friend"
Phone,enter
SMS,"five, old, though"
Email,"them, candidate, have, under, opportunity"
Phone,"these, group"
SMS,"rich, character, type, goal, American"
Email,"determine, shoulder"
Email,"charge, might"
Phone,"little, activity"
Email,"professional, care, present"
Email,"none, return"
SMS,various
SMS,"weight, race, word, evidence"
Email,"president, central, they, take"
Phone,"story, affect, international, easy"
Email,ahead
Phone,"whose, along"
Phone,"hot, particularly, hold, we"
Phone,"different, sort"
Phone,media
Email,"meet, practice, according, all"
SMS,"certain, rich, talk, certain"
Email,"statement, speak"
Email,"fear, team, reduce, success, quite"
SMS,"political, notice"
SMS,"want, they"
SMS,"trial, heavy, card, western, others"
Email,"prepare, suggest, else"
SMS,unit
Email,"family, opportunity, term, yard"
Email,"happy, opportunity, opportunity, take, operation"
SMS,book
SMS,"answer, expert, spring, high, however"
Email,crime
Email,"involve, poor, should"
SMS,"effort, could, father, open, lay"
Phone,"social, three, mind, experience"
Email,"possible, girl, test, beat, understand"
Phone,"moment, thank, mean"
SMS,"draw, offer"
Email,vote
Email,"big, feel, assume, voice"
Phone,"option, natural"
Phone,"relate, one, action, future, almost"
Phone,special
SMS,"identify, agent, bit, health"
Phone,"require, recently, face, past"
Phone,"own, ready, offer, hotel"
Phone,"painting, book, and, medical, available"
SMS,country
SMS,"situation, leg, when"
Phone,but
Email,"good, in, set, conference"
SMS,than
SMS,"action, religious"
Email,behind
Phone,"reflect, while, start, agent"
SMS,"before, reality, find"
SMS,"say, pressure, place"
SMS,"toward, believe, information"
SMS,"thought, public"
Email,"name, when, claim, tell"
Email,"arrive, month"
Email,"believe, edge"
Email,"power, whatever"
Phone,"believe, threat, quite"
SMS,"dinner, nature"
Email,"modern, tend, security, draw, true"
Email,"mission, age, stay"
Phone,evening
SMS,become
Email,"note, build, herself"
Phone,"table, skin, try, glass"
Email,"keep, option"
Email,"determine, garden, everybody"
SMS,"message, answer, follow"
Email,"eight, she, significant"
Email,"easy, success, southern, week"
SMS,"court, office"
Phone,"fire, Democrat, else, candidate, recognize"
SMS,officer
SMS,"piece, human, moment, and, born"
Email,"answer, chair, past, they, class"
Email,"gun, stay, in, pretty, chance"
SMS,"these, day, billion, data"
SMS,serve
SMS,factor
Phone,"floor, all, occur"
SMS,"marriage, less, impact"
SMS,"hot, nature, young"
Phone,"shake, long, paper"
Email,"whether, about, son, wind, civil"
Phone,"minute, alone, hospital"
SMS,"me, herself, once, will"
Email,size
Phone,all
SMS,establish
Phone,wall
Phone,"while, itself, major, three, great"
SMS,son
Phone,"her, better"
Phone,"whatever, then, list"
Email,"factor, good"
Phone,analysis
Email,"reduce, fear, him, not"
SMS,"under, executive, room, training"
Phone,"but, five, reality, two"
Email,"little, line, coach, talk"
Phone,"response, collection, weight, newspaper"
Phone,side
Email,"light, green, bar, realize"
SMS,"base, break, protect"
SMS,"usually, goal"
Phone,"live, yet, science"
Phone,"draw, determine, behavior, good, about"
SMS,"develop, effort, second"
Email,human
Email,"own, after"
SMS,"various, nearly"
Phone,"until, for, after"
Phone,"trip, success"
Phone,"conference, create, identify"
Phone,"fill, boy, else, teach"
Phone,"near, likely"
SMS,there
Phone,"long, activity"
Email,"evidence, individual, simply, however, upon"
Phone,"either, team, wait, among"
SMS,"hotel, method, fall, process, against"
Phone,"kid, address, security, week, public"
Phone,"keep, like"
SMS,"event, allow, chance, role"
Phone,"type, moment, oil, majority, the"
Phone,"day, through, force"
SMS,go
Phone,town
SMS,"without, because, reduce, more"
Email,"option, eat"
Phone,"interview, population, trial, between, task"
Email,participant
SMS,"support, do"
SMS,"sense, industry, spend, pay, evidence"
Phone,"treatment, audience, history"
Phone,range
Phone,"four, development, benefit, decade, democratic"
Email,"hope, need, pattern"
Phone,"under, maintain, rise"
SMS,"carry, reality"
Phone,"ready, help, believe, rich"
SMS,"table, weight, suggest, able"
Phone,"prepare, those, four, war, east"
Phone,"charge, south, your, teacher, name"
SMS,knowledge
SMS,"water, short"
Email,face
Email,"cause, themselves, country, before, win"
Phone,"successful, environmental, fine"
Phone,"clear, organization, ready, them, community"
Email,"adult, ten, maybe, former"
Email,stage
Email,"would, policy, quickly"
Phone,"artist, reveal, explain, look, nothing"
Email,"return, call, economy"
Phone,probably
Email,"matter, develop, teacher, police"
Phone,"police, suddenly, assume"
Email,manager
Email,"some, positive, window, pass, drop"
SMS,"chance, heavy, social, produce, news"
SMS,"street, strategy, mind"
Phone,season
Email,"by, company"
SMS,character
Email,"sometimes, clear, attorney, choice, contain"
SMS,"different, window"
SMS,"five, know, order, term, start"
Phone,"doctor, administration, today"
SMS,"account, loss, here, stop"
Phone,"idea, still, standard"
Phone,investment
Phone,"serve, serve, case, couple, anything"
Phone,"or, conference, product, probably, wish"
Email,happen
Email,goal
Email,capital
Email,"truth, ball, dark"
SMS,"economy, list, director, commercial, remember"
Phone,visit
Phone,"somebody, every, determine"
Phone,"artist, value"
SMS,"spend, walk, event"
Email,"other, rock, tree, scene"
Phone,"exactly, thank, assume"
Phone,magazine
Email,"ahead, firm"
SMS,say
Email,pass
SMS,"color, page, top, might, idea"
Email,"note, charge, if, pressure, evidence"
Email,"answer, project, set, may"
Phone,"sign, clearly, civil, society"
Phone,"both, skill, thousand, natural"
SMS,"may, huge, able, free"
SMS,"write, upon, series, executive"
Email,"food, capital"
Email,"serve, firm, beyond, season"
Email,"third, pay, sing"
Phone,"watch, factor, space, raise"
Phone,television
Phone,"themselves, soon, sometimes"
Phone,point
SMS,"decision, among, feeling"
SMS,"decision, contain, group"
Email,color
SMS,"customer, development, opportunity, such, visit"
Phone,"spring, Congress, daughter, able, season"
Phone,"model, fund, quality, kind, every"
Email,ahead
Phone,"more, other, detail"
Phone,"above, case, data, religious"
Phone,"wear, ten, that, stop, international"
Email,"cover, occur"
Email,"old, commercial, capital, along"
Email,individual
Email,"sing, final, happy"
Email,"outside, keep"
SMS,"drive, reason"
Phone,"remain, somebody, standard, media, plant"
SMS,"individual, themselves"
Email,"design, walk, quickly, art"
Phone,"girl, visit, floor, might, nor"
Email,"beyond, bring, difference"
Phone,"different, picture"
Phone,"structure, person, office, camera"
Phone,"form, wind, over"
Phone,"art, sign, couple, agent, smile"
Email,prepare
Email,officer
Email,"hear, her"
Email,"win, tonight, production, cultural"
Phone,"whole, election"
Email,"everybody, several, house, manage, professor"
Email,"situation, occur, produce"
SMS,"tend, usually, third, hope, group"
Email,"college, despite, push"
SMS,"less, program"
Phone,"cover, top, financial, race"
SMS,"staff, rest, much"
SMS,"financial, step, three, everything"
Phone,"draw, say, information, manage, person"
SMS,"then, while, create, along"
SMS,"technology, student, ask"
Phone,"exist, too, walk, security"
SMS,"occur, discussion"
SMS,individual
SMS,"music, run, receive, step, image"
Phone,"have, large, responsibility"
Email,"spend, safe, safe, mention, moment"
Email,"weight, house, explain, just, laugh"
Email,early
SMS,"raise, production, fly, easy, evening"
Phone,"development, bill, effect"
Phone,between
SMS,"lay, democratic, right, line"
Phone,upon
Email,"best, right, statement, bag, knowledge"
Email,"maybe, shoulder, animal, along"
SMS,"ago, suffer"
Phone,"detail, employee, bad, public, language"
Email,"including, station, would"
Phone,"must, approach, represent, anyone"
Email,environment
Email,"offer, only, debate, southern, employee"
Email,"popular, six, process, partner"
SMS,"fire, win"
Email,"red, wish"
SMS,"run, fly"
SMS,well
Phone,"woman, mission, contain, participant, employee"
Email,"the, hit, recognize"
SMS,"sometimes, look, involve"
Email,"vote, so"
Phone,"situation, price, experience, fear, more"
Phone,line
SMS,"fish, director, spring, amount"
SMS,"deal, million, everything"
Email,"keep, gun, moment, financial, deal"
Phone,"might, than, take"
Phone,voice
Phone,"evidence, figure, position, ok, kind"
SMS,"dinner, lawyer, much, world"
Email,pick
Email,"central, security"
Email,"sit, assume"
Email,"gun, oil, send"
Email,"everything, suggest, color"
Email,"last, factor"
Email,"cut, opportunity"
SMS,"development, industry, business, through"
Phone,"owner, point, ok, executive, open"
Phone,"force, guess, stay, PM, by"
SMS,of
Phone,"open, put, soon, man"
Email,"year, question, give"
Email,"training, teacher, book, despite, story"
SMS,"may, job, kind, water"
Email,"start, difference, environmental, write, will"
Email,"particular, technology, usually, enough, measure"
Phone,"phone, foot, word, structure, each"
Phone,"drive, music, or"
Phone,"wall, why, expect, change"
Phone,"she, yeah, billion"
SMS,"measure, owner, reality, team, goal"
Phone,"road, difference, forward, heart"
Email,"door, different, officer"
Email,"something, power, student, season, pressure"
Email,"realize, he, language, hot, no"
Phone,"speech, turn, hear"
SMS,"Mrs, art"
SMS,"feel, party, father"
Phone,"attorney, increase"
SMS,"unit, mean, away, church, term"
Phone,"only, for, hand, build, military"
Phone,"admit, clearly, ok"
SMS,"wide, special"
Phone,"law, major, result, individual"
Phone,"however, accept"
SMS,"writer, particular, life, only"
Phone,"fine, direction, writer, each, decide"
SMS,"goal, image, wait, own, large"
Email,"teach, seat"
SMS,"what, past, foreign, nor"
Phone,"huge, color, interview, successful, direction"
Email,"myself, think, he, technology"
Email,"word, next, enough, relationship"
